WORD	ABBREVIATION	LANGUAGES
aggiornamént-	aggiorn.	Italian
aggiung-	aggiung.	Italian
agglikanikē	aggl.	Greek,Modern (1453- )
aggloellīnik-	aggloell.	Greek,Modern (1453- )
agglomeráció	agglom.	Hungarian
agglomerat-	agglom.	English,French
aggregate	aggreg.	English
aggregation	aggreg.	English
aggressi-	aggress.	English
Aghadoe		English
agiato		Italian
agil-	agil.	Multiple Languages
Agincourt		English
aging		English
agiograf-	agiogr.	Greek,Modern (1453- )
agioreitik-	agioreit.	Greek,Modern (1453- )
agios	ag.	Greek,Modern (1453- )
Agiotheod-	Agiotheod.	Greek,Modern (1453- )
agit-	agit.	French
agkalia	agkal.	Greek,Modern (1453- )
agkura		Greek,Modern (1453- )
aglomerac-	aglom.	Russian
aglow		English
aġnagoba	aġnag.	Georgian
agnosia		English
agnōsto		Greek,Modern (1453- )
âgodnyj	âgod.	Russian
agōgē	ag.	Greek,Modern (1453- )
agolog-	agol.	Dutch
agōn-	agōn.	Greek,Modern (1453- )
agōnod-	agōnod.	Greek,Modern (1453- )
agopuntur-	agopunt.	Italian
agora		Polish
agoranom-	agoranom.	Greek,Modern (1453- )
agoras-	agor.	Greek,Modern (1453- )
ägoslag		Swedish
agosto		Spanish
agraciado		Spanish
agraf-		French
agraire		French
agralia	agral.	Latin
agramer	agram.	Croatian
agrameteorologisch-	agrameteorol.	German
agrar-	agrar.	Lithuanian
agrár-	agrár.	Portuguese
Agrarbereich		German
Agrarbericht	Agrarber.	German
agrarbiolog-	agrarbiol.	German
Agrarentwicklung	Agrarentwickl.	German
agrárfejlődés	agrárfejl.	Hungarian
Agrarfrage	Agrarfr.	German
Agrargeographie	Agrargeogr.	German
Agrargeschichte-	Agrargesch.	German
Agrarhandel	Agrarhand.	German
Agrarhilfe		German
agrari-	agrar.	English,French
Agrarjournalist	Agrarjournal.	German
agrárközgazdaság	agrárközgazd.	Hungarian
Agrarmarkt		German
agrarmeteorologisč-	agrarmeteorol.	Russian
agrarn-	agrar.	Russian
agrarökonom-	agrarökon.	German
Agrarpolitik	Agrarpolit.	German
Agrarpreis	Agrarpr.	German
agrarsozial	agrarsoz.	German
Agrarsoziologie	Agrarsoziol.	German
Agrarstruktur	Agrarstrukt.	German
agrartechni-	agrartech.	German
agrártörténet	agrártört.	Hungarian
agrártudomány	agrártud.	Hungarian
Agrarwirtschaft-	Agrarwirtsch.	German
Agrarwissenschaft	Agrarwiss.	German
agredido		Spanish
agreement	agreem.	English
agréer		French
agrég-	agrég.	French
agrément	agrém.	French
agremia-	agrem.	Spanish
agresión	agres.	Spanish
agressolog-	agressol.	Multiple Languages
agribiolog-	agribiol.	English
agribisnis		Indonesian
Agribusiness	Agribus.	German
agric'xva	agric'.	Georgian
agrichemical	agrichem.	English
agricol-	agric.	English,French
agrícol-	agríc.	Portuguese
agricult-	agric.	English,French
agrícultur-	agríc.	Portuguese
agriensis		Latin
Agrigénto		Italian
agrikulʹtur-	agrik.	Russian
agrikultor-	agrik.	German,Russian
Agrikultur	Agrik.	German
agrimens-	agrimens.	Spanish
Agriniōt	Agrin.	Greek,Modern (1453- )
agrisport		Italian
agriturismo	agritur.	Italian
agroaliment-	agroaliment.	French
agrobiolog-	agrobiol.	Multiple Languages
agrobiznes	agrobiz.	Polish
agrobotan-	agrobot.	Multiple Languages
agrochemi-	agrochem.	English,German
agrochimi-	agrochim.	French,Italian,Romance (Other)
Agrociencias	Agrocienc.	Spanish
agroclimatolog-	agroclimatol.	Spanish
agroecol-	agroecol.	English
agroeconóm-	agroecon.	Spanish
agroedafolog-	agroedafol.	Spanish
agroekosystem-	agroekosyst.	Polish
agroestadístico	agroestad.	Spanish
agrofitotehni-	agrofitoteh.	Russian
agrofizični	agrofiz.	Bulgarian
agrofizyk-	agrofiz.	Polish
agroflorestal	agroflorest.	Portuguese
agroforestal	agrofor.	Spanish
agroforestry	agrofor.	English
agrofyl-	agrofyl.	Greek,Modern (1453- )
agrogeolog-	agrogeol.	Multiple Languages
agrogruntoznavst-	agrogruntozn.	Ukrainian
agrohimi-	agrohim.	Russian
agroindustria	agroind.	Portuguese,Spanish
agrokemi-	agrokem.	Danish,Norwegian,Swedish
agrokémia	agrokém.	Hungarian
agroklimat	agroklim.	Indonesian
agrokombinát	agrokomb.	Czech
agrokompas		Bulgarian
agrolesomeliora-	agrolesomelior.	Russian
agrolog-	agrol.	Multiple Languages
agromeliora-	agromelior.	Multiple Languages
agrometeorolog-	agrometeorol.	Italian,Spanish
agrometeorológia	agrometeorol.	Hungarian
agronom-	agron.	Multiple Languages
agroobrt-	agroobrt.	Croatian
agropanorama	agropanor.	Polish
agropecuari-	agropecu.	Italian,Spanish
agropočven-	agropočv.	Russian
agropočvoveden-	agropočvoved.	Russian
agroproizvodstv-	agroproizvod.	Russian
agropromyšlen-	agroprom.	Russian
agroquimi-	agroquim.	Romance (Other)
agrosocial	agrosoc.	Spanish
Agrotechni-	Agrotech.	Multiple Languages
agrotecni-	agrotec.	Italian,Spanish
agrotehni-	agroteh.	Romance (Other)
agrotikos	agr.	Greek,Modern (1453- )
agroturís-	agrotur.	Spanish
agroveterinaria	agrovet.	Portuguese
agrumari-	agrum.	Italian
agrume		French
agrumicoltur-	agrumic.	Italian
agrumicultur-	agrumic.	Romance (Other)
agrupa-	agrup.	Spanish
Aguascalientes		Spanish
agudo		Spanish
Aguélimus-	Aguélimus.	Swedish
agung		Indonesian
agustinian-	agust.	Spanish
agygyakorlat	agygyak.	Hungarian
Ägypten	Ägypt.	German
ägyptisch	ägypt.	German
Ägyptologie	Ägyptol.	German
aġzrda	aġz.	Georgian
Ahaïa		Greek,Modern (1453- )
Ahaïk-		Greek,Modern (1453- )
Aharnaïk-	Aharn.	Greek,Modern (1453- )
Ahaus		German
ahbori	ahb.	
ahborotnoma	ahb.	Uzbek
ahead		English
Ahelōos	Ahel.	Greek,Modern (1453- )
Ahlen-	Ahlen.	German
Ahmadu		Multiple Languages
Ahnenliste		German
ähnlich-	ähnl.	German
ahora		Spanish
ahorr-	ahorr.	Spanish
Ahuizote		Spanish
aiapidaja	aiapid.	Estonian
aided		English
aidinkieli	aidink.	Finnish
Aigai-		Greek,Modern (1453- )
Aigaiopelag-	Aigaiopelag.	Greek,Modern (1453- )
āigastrontoz		Latvian
Aiginiōt-	Aigin.	Greek,Modern (1453- )
aiguiser		French
Aigypt-	Aigypt.	Greek,Modern (1453- )
Aigyptiolog-	Aigyptiol.	Greek,Modern (1453- )
aikakausi	aikak.	Finnish
aïkido		Multiple Languages
aikoville		Finnish
aikuinen	aik.	Finnish
ailleurs		French
ailment	ailm.	English
aimat-	aim.	Greek,Modern (1453- )
aiming		English
aimodos-	aimodos.	Greek,Modern (1453- )
ainede-		Finnish
aineenopettaja	aineenopett.	Finnish
aineryhmä-		Finnish
aiolik-	aiol.	Greek,Modern (1453- )
aiōn-	aiōn.	Greek,Modern (1453- )
air-cushion		English
airborne		English
airbrush	airbr.	English
aircraft	aircr.	English
airforce	airf.	English
airfreight	airfr.	English
airgun		English
airlangga		Indonesian
airline	airl.	English
airman		English
airmiss		English
airplane	airpl.	English
airport	airpt.	English
airship	airsh.	English
airspace	airsp.	English
airut		Finnish
airway	airw.	English
airworthiness	airworth.	English
aisla-	aisl.	Spanish
aisthētik-	aisthēt.	Greek,Modern (1453- )
aither-	aither.	Greek,Modern (1453- )
Aitōl-	Aitōl.	Greek,Modern (1453- )
aitōloakarnan-	aitōloakarn.	Greek,Modern (1453- )
aitta		Finnish
aiuto		Italian
Aix-en-Provence		French
aixois		French
aizsardz-	aizsardz.	Latvian
ajakiri	ajak.	Estonian
ajakirjandus	ajakirjand.	Estonian
ajaloo	ajal.	Estonian
ajandus	ajand.	Estonian
ajankohtai-	ajankoht.	Finnish
ajánl-	aj.	Hungarian
ajantieto		Finnish
ajattelija	ajatt.	Finnish
ajatus		Finnish
ajedre-	ajedr.	Spanish
ajisme		French
ajoneuvonosturi	ajoneuvonost.	Finnish
ajuar		Spanish
ajuntament	ajunt.	Spanish
ajuste		Spanish
ajustement	ajust.	French
akadeem-	akad.	Estonian
Akadem-	Akad.	German,Russian
akadēm-	akad.	Latvian
akadémia	akad.	Hungarian
akadīm-	akad.	Greek,Modern (1453- )
Akarnan-	Akarn.	Greek,Modern (1453- )
akarolog-	akarol.	Russian
akata		Greek,Modern (1453- )
akatemi-	akat.	Finnish
akauntan	akaunt.	Malay
akcin-	akc.	Lithuanian
akciový		Czech
Akdeniz		Turkish
åkerbruk	åkerbr.	Swedish
akerhielmsk		Swedish
Akershus		Norwegian
akinēta	akin.	Greek,Modern (1453- )
akiračiai		Lithuanian
akistata	akist.	Lithuanian
akkerbouw	akkerb.	Dutch
akklimat-	akklim.	German
akkoord		Dutch
akkreditál	akkredit.	Hungarian
akkrediter-	akkr.	Danish
åklagare	åklag.	Swedish
aklimat-	aklim.	Russian
Akobitika	Akob.	Greek,Modern (1453- )
akoestich	akoest.	Dutch
akoolog-	akool.	Greek,Modern (1453- )
akosť		Slovak
Akquis-	Akquis.	German
akrib-	akrib.	German
Akritōn		Greek,Modern (1453- )
akrobat-	akrob.	Hungarian
Akropolē		Greek,Modern (1453- )
aksent-		Dutch
aksje		Norwegian
aksjebank		Norwegian
aksjemarkedsutvalg	aksjemarkedsutv.	Norwegian
Aktie		German
aktieähnlich-	aktieähnl.	German
aktiebank		Swedish
aktiebolag-	ab.	Norwegian,Swedish
aktief	akt.	Dutch
aktiekrant	aktiekr.	Dutch
aktienähnlich-	aktienähnl.	German
Aktienanalyse	Aktienanal.	German
Aktienführer	Aktienführ.	German
Aktiengesellschaft	AG.	German
Aktiengesetz		German
aktiesparar-	aktiespar.	Swedish
aktinologia	aktinol.	Greek,Modern (1453- )
aktinometr-	aktinom.	German,Russian
aktinotherap-	aktinother.	Greek,Modern (1453- )
Aktion		German
Aktionsgemeinschaft	Aktionsgem.	German
Aktionsgruppe	Aktionsgr.	German
aktiv-	akt.	German,Macedonian
aktov-	akt.	Russian
aktstycke		Swedish
aktuaal-	aktuaal.	Estonian
aktuál		Slovak
aktual-	aktual.	Multiple Languages
aktuālas	aktuāl.	Latvian
aktuarietidskrift-	aktuarietidskr.	Swedish
Aktuarverein	Aktuarver.	German
aktûbinsk-	aktûb.	Russian
aktueel		Dutch
aktuel-		Norwegian
aktyv-	akt.	Lithuanian
aktywista	akt.	Polish
akuntansi	akunt.	Indonesian
akupunkt-	akupunkt.	German,Hungarian,Polish
Akure		English
akušer-	akuš.	Russian
akusti-	akust.	German,Russian
akustoelektroni-	akustoelektron.	German
akustooptič	akustoopt.	Russian
akusty-	akust.	Polish
akusztika	akuszt.	Hungarian
akutan	akut.	Multiple Languages
âkutsk-	âkut.	Russian
akvakulʹtur-	akvakulʹt.	Russian
akvarium	akvar.	Danish,Swedish
akvárium	akvár.	Czech
akvatisk-	akvat.	Norwegian
Akzente		German
Akzeptanz	Akzept.	German
akzeptieren	akzept.	German
Akzession	Akzess.	German
alʹgolog-	alʹgol.	Russian
alʹmanah	alʹm.	Russian
alʹpijsk-	alʹp.	Russian
Alabama-	Ala.	English
Alacan		French
Alacant		Catalan
Alagoas		Portuguese
alakulás	alak.	Hungarian
alámbr-	alámbr.	Spanish
Aland		Swedish
Alanvale		English
alap		Hungarian
alarm-	alarm.	Romanian
alaseid		Estonian
Alaska	Alsk.	Multiple Languages
alasta		Finnish
Alatsat-		Greek,Modern (1453- )
Alava		Spanish
alavés	alav.	Spanish
Albacete		Spanish
albacetense	albacet.	Spanish
albacore		English
albahaca		Spanish
albaicín		Spanish
albanais	alban.	French
albanez-	alban.	Romanian
Albania		English
albanicum	alban.	Latin
Albanie		French
Albanien	Alban.	German
albanisch	alban.	German
albanoell-	albanoell.	Greek,Modern (1453- )
albanolog-	albanol.	Albanian
albansk-		Swedish
Albany		English
albatros		Multiple Languages
albedo		Multiple Languages
alberg-		Italian
alberghier-	albergh.	Italian
Albert		Multiple Languages
Alberta	Alta.	English
albertain		English
albertan	alta.	English
Albertina		Latin
Albertslund		Danish
albino		English
Albion		English
albistar-	albist.	Basque
albizottság	albiz.	Hungarian
Alblasserwaard		Dutch
Albstadt	Albst.	German
Albufera		Spanish
album		French
albüm		Turkish
Albuquerque	Albuq.	English
Albury-Wodonga		English
alçada	alç.	Portuguese
Alcalá de Henares	Alcalá Hen.	Spanish
alcaldía		Spanish
alcaloïde		French
alcance		Spanish
Alcanena		Portuguese
alcázar		Spanish
alchemist-	alchem.	English
alchemy		English
alchimie	alchim.	French
alchimist-	alchim.	French
alcista		Spanish
Alcobendas		Spanish
alcohofilia	alcohofil.	Spanish
alcohol		English
alcoholfabriek	alcoholfabr.	Dutch
alcoholhoudend	alcoholhoud.	Dutch
alcoholi-	alcohol.	English
alcoholvrij-		Dutch
Alcoi		Spanish
alcooli-	alcool.	Romance (Other)
alcôve		French
Alcover-	Alcover.	Multiple Languages
Alcuin		Multiple Languages
aldea		Spanish
Aldeboarn		Dutch
Aldenhoven-	Aldenh.	German
alder		Norwegian
aldersdemens		Norwegian
Aldingen-	Alding.	German
aldizkari	aldizka.	Basque
aldring		Norwegian
Alebitsa		Greek,Modern (1453- )
alegación	alegac.	Spanish
alegre		Spanish
alegría		Spanish
aleman-	alem.	Spanish
Alemanha	Alem.	Portuguese
alemannisch-	alemann.	German
alemâo	alem.	Portuguese
alembic		English
alentejano	alentej.	Portuguese
alentours		French
alep		English
Alèppo		Italian
alergia	alerg.	Spanish
alérgico	alérg.	Spanish
alergolog-	alergol.	Romanian,Spanish
alert		English
alerta		Spanish
alerte-		French
Alésia		French
alésien	alés.	French
Alessandria		Italian
Ålesund		Norwegian
alēth-	alēth.	Greek,Modern (1453- )
Alexandra		English
Alexandria	Alex.	Multiple Languages
Alexandrie	Alex.	French
Alexandros		Greek,Modern (1453- )
Alexandroupol-	Alexandroup.	Greek,Modern (1453- )
Alexianer	Alexian.	German
alfabet-	alf.	Danish,Dutch
alfadi		Greek,Modern (1453- )
alfalfa		Multiple Languages
Alfândegas		Portuguese
alfarrabista	alfarrab.	Portuguese
Alfdorf	Alfd.	German
alfena		Portuguese
alfièr-		Italian
Alföld		Hungarian
alforja		Spanish
algarabía	algarab.	Spanish
Algarve		English
algebr-	algebr.	Multiple Languages
algèbr-	algèbr.	French
álgebr-	álgebr.	Spanish
Algebra		German
Algeciras		English
algemeen-	alg.	Dutch
algemen-	alg.	Dutch
algéri-	algér.	French
Algesheim-	Algesh.	German
Algesie	Alges.	German
algodão	algod.	Portuguese
algodon-	algodon.	Spanish
algolog-	algol.	Multiple Languages
Algoma		English
Algonquian	Algonq.	English
Algonquin	Algonq.	English
algõpetus	algõpet.	Estonian
algorithm		English
algoritm-	algoritm.	Multiple Languages
algue		French
algun-		Spanish
Alheim-	Alh.	German
aliaj		Romanian
aliant̡-		Romanian
alianza		Spanish
alicant-	alicant.	Spanish
Alicante		Spanish
alicyclic		English
alieia		Greek,Modern (1453- )
alienado	alien.	Spanish
aliénation	alién.	French
alienazióne	alien.	Italian
aliéniste	alién.	French
alieutikos	alieut.	Greek,Modern (1453- )
alikulkupaikat	alikulkupaik.	Finnish
aliment-	aliment.	Multiple Languages
alimony		English
aliphatic		English
Alipore		English
alist-	alist.	Spanish
alive		English
alkali		Danish
alkaline		English
alkalmaz-	alk.	Hungarian
alkalmazásfejleszt-	alkfejleszt.	Hungarian
alkalmazástechnika	alktech.	Hungarian
alkalmazkod-	alkalmazk.	Hungarian
alkalmazott	alkalm.	Hungarian
alkaloid		German,Russian
alkatrész		Hungarian
alkilaromati-	alkilaromat.	Russian
Alkmaar		Dutch
alkogolʹn-	alkogolʹn.	Russian
alkohol		Danish
alkoholbedingt	alkoholbed.	German
Alkoholbericht	Alkoholber.	German
alkoholfrei		German
Alkoholi-	Alkohol.	German
alkoholitilasto	alkoholitil.	Finnish
alkoholizm	alkohol.	Polish
alkohológia	alkohol.	Hungarian
alkoholspørsmål		Norwegian
alkot		Hungarian
alkuper-	alkuper.	Finnish
alkylat-	alkylat.	English
allahanda		Swedish
állam	áll.	Hungarian
államháztartás	állháztart.	Hungarian
államigazgatás	állig.	Hungarian
államjog	álljog.	Hungarian
állampapír	állpap.	Hungarian
állampolgár	állpolg.	Hungarian
államtudomány	álltud.	Hungarian
állatállomány	állatállom.	Hungarian
állatbarát	állatbar.	Hungarian
állategészségügy	állateü.	Hungarian
állatgyógyász-	állatgyógy.	Hungarian
állatgyógyászat	állatgyógy.	Hungarian
állatorvos	állatorv.	Hungarian
állatorvostudomány	állatorvtud.	Hungarian
állattan	állatt.	Hungarian
állattenyészt-	állatteny.	Hungarian
allaxe		Greek,Modern (1453- )
alleanz-	allean.	Italian
alledaags-		Dutch
alledag		Dutch
alledem		German
Allegheny	Allegh.	English
allehanda		Swedish
allēlegg-	allēlegg.	Greek,Modern (1453- )
allelochemi-	allelochem.	English
allelopath-	allelopath.	English
alleluia		Latin
Allemagne	Allem.	French
allemand	allem.	French
Allendorf	Allend.	German
Allensbach	Allensb.	German
allergen	allerg.	English
allergi-	allerg.	English,French,Greek,Modern (1453- )
allerginytt	allerg.	Norwegian
allergiolog-	allergiol.	Greek,Modern (1453- )
allergolog-	allergol.	Multiple Languages
Allergopharma		German
allergy		English
allerhand	allerh.	German
Allerheilig-	Allerheil.	German
Allerhöchst		German
alleva-	allev.	Italian
Allgau		German
Allgäuer	Allgäu.	German
allgemein-	allg.	German
alliage		English,French
alliance		English,French
alliansmission-	alliansmiss.	Swedish
Alliantie		Dutch
Allianz		German
allied		English
Allier		French
alligator		English
allmaen-	allm.	Swedish
allmän-	allm.	Swedish
allmennvitenskapelig	allmennvitensk.	Norwegian
Allmersbach	Allmersb.	German
allocat-	alloc.	French
alloch-	alloch.	Dutch
állóeszköz	állóeszk.	Hungarian
állóeszközállomány	állóeszkállom.	Hungarian
allokot-	allokot.	Greek,Modern (1453- )
állomány	állom.	Hungarian
állomás		Hungarian
allotment	allot.	English
allou-		French
allow-	allow.	English
alloy-	alloy.	English
Allrad		German
allrussisch-	allruss.	German
Alltag		German
Alltagsdichtung	Alltagsdicht.	German
alltid		Swedish
allumin-	allum.	English,French
Allunionskonferenz	Allunionskonf.	German
allure		French
alluvi-	alluv.	French
Alma-Ata		Russian
alma-atinsk-	alma-at.	Russian
almacen-	almac.	Spanish
Almada		Portuguese
almamater		Multiple Languages
almanac-	alm.	English,French,Italian
almanah	alm.	Romanian
almanak	alm.	Danish
almanaque	alm.	Spanish
Almanya	Alman.	Turkish
almaz		Russian
Almelo		Dutch
almenmedisin	almenmed.	Norwegian
almenn-	almen.	Icelandic
almenvitenskapelig	almenvitensk.	Norwegian
almer-	almer.	Spanish
Almería		Spanish
almindelig	almin.	Danish
almue		Danish
Almundsryd		Swedish
almur-		Greek,Modern (1453- )
almus		Latin
Alocita		Indonesian
alogo		Greek,Modern (1453- )
alojamiento	aloj.	Spanish
alopecia		English
aloumin-	aloum.	Greek,Modern (1453- )
alpage		French
Alpen	Alp.	German
Alpes		English
Alpes-de-Haute-Provence	Alpes-Ht.-Provence	French
alpesi	alp.	Hungarian
alpha		French
alphabet-	alph.	English,French
Alphatronic	Alphatron.	German
alpicoltur-	alpic.	Italian
alpin	alp.	German
alpina	alp.	Italian,Latin,Spanish
alpine	alp.	English
alpini-	alp.	Italian
Alpok	Alp.	Hungarian
Alpokalja	Alpalja.	Hungarian
alquiler	alquil.	Spanish
Alsace		French
alsacien-	alsac.	French
Alsager		English
Alsbach		German
Alsensjon		Swedish
alsófokú	alsóf.	Hungarian
alsótagozat	alsótagz.	Hungarian
Alsted		Danish
Alsterverein	Alsterver.	German
alstroemeria		Dutch
Alt-Hildesheim	Alt-Hildesh.	German
altafull-	altafull.	Catalan
altägyptisch	altägypt.	German
Altaic		English
Altaicus	Altai.	Latin
altaisch	altai.	German
altajsk-	altaj.	Russian
általános	ált.	Hungarian
altar-	altar.	Romanian
altassyrisch	altassyr.	German
Altbauerneuerung	Altbauerneu.	German
altbayerisch	altbayer.	German
Altbayern		German
Altbier		German
altchristlich	altchristl.	German
altdeutsch-	altdtsch.	German
Altdorf-	Altdorf.	German
Altenaer	Altena.	German
Altenarbeit	Altenarb.	German
Altenberge	Altenb.	German
Altenburg-	Altenbg.	German
Altenheim		German
Altenhilfe		German
Altenkirchen	Altenkirch.	German
Altenpflege	Altenpfl.	German
Altenstadt	Altenst.	German
Alter		German
alteration	alter.	English
Alterding		German
alternat-	altern.	English
Alternsforschung-	Alternsforsch.	German
Altersbekaempfung-	Altersbekaempf.	German
Altershilfe		German
Altersversorgung-	Altersversorg.	German
Altertum	Altert.	German
Altes Testament	A. T.	German
ältest-		German
altfriesisch-	altfries.	German
Althebraistik	Althebr.	German
alther-	alther.	Greek,Modern (1453- )
althistorisch	althist.	German
althochdeutsch	althochdtsch.	German
âltinsk-	âlt.	Russian
altitude	alt.	English,French
Altkreis	Altkr.	German
Altländ-	Altl.	German
Altlasten		German
Altmark		German
altnürnberger-	altnürnb.	German
Altölkongress	Altölkongr.	German
altomedieval-	altomediev.	Italian
Alton		English
Altona		German
Altonaer	Altona.	German
altorientalisch-	altorient.	German
Altötting	Altött.	German
altpreussisch-	altpreuss.	German
altran-	altran.	
altschlesich-	altschles.	German
altsprachlich	altsprachl.	German
Altstadt		German
alttestamentlich	alttest.	German
Altvater		German
aluelehti	aluel.	Finnish
aluepoliitti-	aluepoliit.	Finnish
aluesanomat	aluesan.	Finnish
aluetieto	aluet.	Finnish
alueviesti		Finnish
alūksne		Latvian
alumine	alum.	French
alùmini-	alùm.	Russian
aluminium	alum.	English,French
alumínium	alum.	Hungarian
alumíniumipar	alumip.	Hungarian
aluminum	alum.	English
alumnado	alumn.	Spanish
alumnae		Latin
alumneye		English
alumni		Latin
alumno		Spanish
alumnus		Latin
alûmosilikat-	alûmosilik.	Russian
aluno		Portuguese
alustus	alust.	Finnish
Alutus		Latin
Alvdal		Norwegian
Alvinston		English
